Test,Executor,Timing (s)
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.024
atax,wasmer-js,0.023
atax,wasmer-js,0.024
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.024
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-js,0.023
atax,wasmer-default,0.052193
atax,wasmer-default,0.051917
atax,wasmer-default,0.052848
atax,wasmer-default,0.052051
atax,wasmer-default,0.052405
atax,wasmer-default,0.052735
atax,wasmer-default,0.052695
atax,wasmer-default,0.051798
atax,wasmer-default,0.052733
atax,wasmer-default,0.051933
atax,wasmer-default,0.076478
atax,wasmer-default,0.051752
atax,wasmer-default,0.051728
atax,wasmer-default,0.052468
atax,wasmer-default,0.052688
atax,wasmer-default,0.052037
atax,wasmer-default,0.051788
atax,wasmer-default,0.051749
atax,wasmer-default,0.051048
atax,wasmer-default,0.050782
atax,wasmer-default,0.057341
atax,wasmer-default,0.050904
atax,wasmer-default,0.050738
atax,wasmer-default,0.051887
atax,wasmer-default,0.051745
atax,wasmer-default,0.050966
atax,wasmer-default,0.05085
atax,wasmer-default,0.057159
atax,wasmer-default,0.051418
atax,wasmer-default,0.05135
atax,wasmer-default,0.051404
atax,wasmer-default,0.051626
atax,wasmer-default,0.050784
atax,wasmer-default,0.051836
atax,wasmer-default,0.051124
atax,wasmer-default,0.051554
atax,wasmer-default,0.050819
atax,wasmer-default,0.051223
atax,wasmer-default,0.051342
atax,wasmer-default,0.050791
atax,wasmer-default,0.050782
atax,wasmer-default,0.050967
atax,wasmer-default,0.050769
atax,wasmer-default,0.051359
atax,wasmer-default,0.051828
atax,wasmer-default,0.051326
atax,wasmer-default,0.051485
atax,wasmer-default,0.050814
atax,wasmer-cranelift,0.050838
atax,wasmer-cranelift,0.06798
atax,wasmer-cranelift,0.050756
atax,wasmer-cranelift,0.051679
atax,wasmer-cranelift,0.050824
atax,wasmer-cranelift,0.050764
atax,wasmer-cranelift,0.051678
atax,wasmer-cranelift,0.051336
atax,wasmer-cranelift,0.050857
atax,wasmer-cranelift,0.050861
atax,wasmer-cranelift,0.051236
atax,wasmer-cranelift,0.051336
atax,wasmer-cranelift,0.051441
atax,wasmer-cranelift,0.050775
atax,wasmer-cranelift,0.050772
atax,wasmer-cranelift,0.052773
atax,wasmer-cranelift,0.05148
atax,wasmer-cranelift,0.051496
atax,wasmer-cranelift,0.050818
atax,wasmer-cranelift,0.051202
atax,wasmer-cranelift,0.05247
atax,wasmer-cranelift,0.050912
atax,wasmer-cranelift,0.051463
atax,wasmer-cranelift,0.050789
atax,wasmer-cranelift,0.051638
atax,wasmer-cranelift,0.057082
atax,wasmer-cranelift,0.051391
atax,wasmer-cranelift,0.051975
atax,wasmer-cranelift,0.050835
atax,wasmer-cranelift,0.050877
atax,wasmer-cranelift,0.050751
atax,wasmer-cranelift,0.057484
atax,wasmer-cranelift,0.050727
atax,wasmer-cranelift,0.051559
atax,wasmer-cranelift,0.050995
atax,wasmer-cranelift,0.076175
atax,wasmer-cranelift,0.050905
atax,wasmer-cranelift,0.051363
atax,wasmer-cranelift,0.051692
atax,wasmer-cranelift,0.051299
atax,wasmer-cranelift,0.051549
atax,wasmer-cranelift,0.050788
atax,wasmer-jit,0.05792
atax,wasmer-jit,0.051498
atax,wasmer-jit,0.050746
atax,wasmer-jit,0.050744
atax,wasmer-jit,0.050771
atax,wasmer-jit,0.051023
atax,wasmer-jit,0.079344
atax,wasmer-jit,0.051232
atax,wasmer-jit,0.050827
atax,wasmer-jit,0.051969
atax,wasmer-jit,0.050809
atax,wasmer-jit,0.05087
atax,wasmer-jit,0.051209
atax,wasmer-jit,0.051157
atax,wasmer-jit,0.051279
atax,wasmer-jit,0.051721
atax,wasmer-jit,0.074518
atax,wasmer-jit,0.051605
atax,wasmer-jit,0.051391
atax,wasmer-jit,0.051315
atax,wasmer-jit,0.050731
atax,wasmer-jit,0.051893
atax,wasmer-jit,0.051387
atax,wasmer-jit,0.050856
atax,wasmer-jit,0.051181
atax,wasmer-jit,0.05142
atax,wasmer-jit,0.051992
atax,wasmer-jit,0.050812
atax,wasmer-jit,0.050786
atax,wasmer-jit,0.05091
atax,wasmer-jit,0.051167
atax,wasmer-jit,0.051459
atax,wasmer-jit,0.051511
atax,wasmer-jit,0.051844
atax,wasmer-jit,0.051619
atax,wasmer-jit,0.05164
atax,wasmer-jit,0.079973
atax,wasmer-jit,0.05118
atax,wasmer-jit,0.051198
atax,wasmer-jit,0.051228
atax,wasmer-jit,0.050779
atax,wasmer-jit,0.051611
atax,wasmer-jit,0.05168
atax,wasmer-jit,0.050827
atax,wasmer-jit,0.051433
atax,wasmer-llvm,0.031517998
atax,wasmer-llvm,0.031433
atax,wasmer-llvm,0.031455999
atax,wasmer-llvm,0.031598
atax,wasmer-llvm,0.031763
atax,wasmer-llvm,0.031529
atax,wasmer-llvm,0.031572
atax,wasmer-llvm,0.031378
atax,wasmer-llvm,0.031516
atax,wasmer-llvm,0.031419
atax,wasmer-llvm,0.031485
atax,wasmer-llvm,0.031481
atax,wasmer-llvm,0.031412
atax,wasmer-llvm,0.031535
atax,wasmer-llvm,0.0311
atax,wasmer-llvm,0.031149
atax,wasmer-llvm,0.031247
atax,wasmer-llvm,0.031181
atax,wasmer-llvm,0.031533
atax,wasmer-llvm,0.031406998
atax,wasmer-llvm,0.031668
atax,wasmer-llvm,0.031635998
atax,wasmer-llvm,0.031633
atax,wasmer-llvm,0.031399998
atax,wasmer-llvm,0.031654
atax,wasmer-llvm,0.031555
atax,wasmer-llvm,0.031509
atax,wasmer-llvm,0.031558
atax,wasmer-llvm,0.031461
atax,wasmer-llvm,0.031519
atax,wasmer-llvm,0.031389
atax,wasmer-llvm,0.032496999
atax,wasmer-llvm,0.031517998
atax,wasmer-llvm,0.031521
atax,wasmer-llvm,0.031531
atax,wasmer-llvm,0.031582
atax,wasmer-llvm,0.031642998
atax,wasmer-llvm,0.031304
atax,wasmer-llvm,0.031446
atax,wasmer-llvm,0.031083
atax,wasmer-llvm,0.031177
atax,wasmer-llvm,0.03123
atax,wasmer-llvm,0.031163
atax,wasmer-llvm,0.031202
atax,wasmer-llvm,0.031152
atax,wasmer-llvm,0.031169
atax,wasmer-llvm,0.03122
atax,wasmer-llvm,0.031184
atax,wasmer-llvm,0.031187
atax,wasmer-llvm,0.03121
atax,wasmer-llvm,0.031204
atax,wasmer-llvm,0.031469999
atax,wasmer-llvm,0.031543
atax,wasmer-llvm,0.032426998
atax,wasmer-llvm,0.031188
atax,wasmer-llvm,0.031487
atax,wasmer-llvm,0.03145
atax,wasmer-llvm,0.031544
atax,wasmer-llvm,0.031392998
atax,wasmer-llvm,0.031116
atax,wasmer-llvm,0.031248
atax,wasmer-llvm,0.031276
atax,wasmer-llvm,0.031174
atax,wasmer-llvm,0.031164
atax,wasmer-llvm,0.031302
atax,wasmer-llvm,0.031157
atax,wasmer-llvm,0.03128
atax,wasmer-llvm,0.031269
atax,wasmer-llvm,0.031638
atax,wasmer-llvm,0.031929
atax,wasmer-llvm,0.031364997
atax,wasmer-llvm,0.031427998
atax,wasmer-llvm,0.031542
atax,wasmer-llvm,0.031554
atax,wasmer-llvm,0.031566999
atax,wasmer-llvm,0.031499
atax,wasmer-llvm,0.031174
atax,wasmer-llvm,0.031536
atax,wasmer-llvm,0.031558997
atax,wasmer-native,0.051591
atax,wasmer-native,0.051606
atax,wasmer-native,0.051945
atax,wasmer-native,0.056598
atax,wasmer-native,0.051168
atax,wasmer-native,0.051397
atax,wasmer-native,0.050871
atax,wasmer-native,0.050783
atax,wasmer-native,0.050875
atax,wasmer-native,0.051506
atax,wasmer-native,0.050812
atax,wasmer-native,0.051356
atax,wasmer-native,0.05074
atax,wasmer-native,0.051169
atax,wasmer-native,0.052713
atax,wasmer-native,0.052132
atax,wasmer-native,0.052251
atax,wasmer-native,0.052209
atax,wasmer-native,0.066307
atax,wasmer-native,0.05138
atax,wasmer-native,0.050847
atax,wasmer-native,0.050806
atax,wasmer-native,0.05142
atax,wasmer-native,0.05211
atax,wasmer-native,0.052149
atax,wasmer-native,0.051509
atax,wasmer-native,0.050716
atax,wasmer-native,0.050822
atax,wasmer-native,0.051691
atax,wasmer-native,0.051551
atax,wasmer-native,0.051991
atax,wasmer-native,0.052186
atax,wasmer-native,0.051962
atax,wasmer-native,0.051698
atax,wasmer-native,0.051807
atax,wasmer-native,0.05244
atax,wasmer-native,0.076722
atax,wasmer-native,0.051843
atax,wasmer-native,0.051577
atax,wasmer-native,0.051761
atax,wasmer-native,0.051127
atax,wasmer-native,0.051589
atax,wasmer-native,0.050786
atax,wasmer-native,0.051602
atax,wasmer-native,0.051072
atax,wasmer-native,0.051598
atax,wasmer-native,0.050989
atax,wasmer-native,0.051899
atax,wavm-precompiled,0.020488
atax,wavm-precompiled,0.020527
atax,wavm-precompiled,0.020564
atax,wavm-precompiled,0.020338
atax,wavm-precompiled,0.020212
atax,wavm-precompiled,0.020277
atax,wavm-precompiled,0.020229
atax,wavm-precompiled,0.020217
atax,wavm-precompiled,0.020407
atax,wavm-precompiled,0.020446
atax,wavm-precompiled,0.020566
atax,wavm-precompiled,0.020553
atax,wavm-precompiled,0.020556
atax,wavm-precompiled,0.020538
atax,wavm-precompiled,0.020553
atax,wavm-precompiled,0.020288
atax,wavm-precompiled,0.020224
atax,wavm-precompiled,0.020241
atax,wavm-precompiled,0.020224
atax,wavm-precompiled,0.020237
atax,wavm-precompiled,0.020491
atax,wavm-precompiled,0.020483
atax,wavm-precompiled,0.02055
atax,wavm-precompiled,0.020609
atax,wavm-precompiled,0.020327
atax,wavm-precompiled,0.020228
atax,wavm-precompiled,0.020228
atax,wavm-precompiled,0.020232
atax,wavm-precompiled,0.020185
atax,wavm-precompiled,0.020227
atax,wavm-precompiled,0.020287
atax,wavm-precompiled,0.020287
atax,wavm-precompiled,0.020299
atax,wavm-precompiled,0.020216
atax,wavm-precompiled,0.020192
atax,wavm-precompiled,0.020204
atax,wavm-precompiled,0.020437
atax,wavm-precompiled,0.020551
atax,wavm-precompiled,0.020444
atax,wavm-precompiled,0.02022
atax,wavm-precompiled,0.020233
atax,wavm-precompiled,0.02047
atax,wavm-precompiled,0.02055
atax,wavm-precompiled,0.020836
atax,wavm-precompiled,0.020505
atax,wavm-precompiled,0.020753
atax,wavm-precompiled,0.020546
atax,wavm-precompiled,0.020583
atax,wavm-precompiled,0.020538
atax,wavm-precompiled,0.020541
atax,wavm-precompiled,0.020625
atax,wavm-precompiled,0.02041
atax,wavm-precompiled,0.020619
atax,wavm-precompiled,0.020511
atax,wavm-precompiled,0.02056
atax,wavm-precompiled,0.020216
atax,wavm-precompiled,0.020214
atax,wavm-precompiled,0.020241
atax,wavm-precompiled,0.02021
atax,wavm-precompiled,0.020183
atax,wavm-precompiled,0.020192
atax,wavm-precompiled,0.020277
atax,wavm-precompiled,0.020206
atax,wavm-precompiled,0.020486
atax,wavm-precompiled,0.020615
atax,wavm-precompiled,0.020616
atax,wavm-precompiled,0.020673
atax,wavm-precompiled,0.020528
atax,wavm-precompiled,0.020612
atax,wavm-precompiled,0.020841
atax,wavm-precompiled,0.02054
atax,wavm-precompiled,0.020599
atax,wavm-precompiled,0.020517
atax,wavm-precompiled,0.020559
atax,wavm-precompiled,0.020678
atax,wavm-precompiled,0.020603
atax,wavm-precompiled,0.020261
atax,wavm-precompiled,0.020546
atax,wavm-precompiled,0.020185
atax,wavm-precompiled,0.020561
atax,wavm-precompiled,0.020561
atax,wavm-precompiled,0.020274
atax,wavm-precompiled,0.020204
atax,wavm-precompiled,0.020217
atax,wavm-precompiled,0.020201
atax,wavm-precompiled,0.020532
atax,wavm-precompiled,0.020481
atax,wavm-precompiled,0.020623
atax,wavm-precompiled,0.02023
atax,wavm-precompiled,0.020232
atax,wavm-precompiled,0.020312
atax,wavm-precompiled,0.020612
atax,wavm-precompiled,0.020519
atax,wavm-precompiled,0.020532
atax,wavm-precompiled,0.020458
atax,wavm-precompiled,0.02016
atax,wavm-precompiled,0.020483
atax,wavm-precompiled,0.020532
atax,wavm-precompiled,0.02048
atax,wavm-precompiled,0.020557
atax,wavm-precompiled,0.02065
atax,wavm-precompiled,0.02055
atax,wavm-precompiled,0.020617
atax,wavm-precompiled,0.020778
atax,wavm-precompiled,0.020586
atax,wavm-precompiled,0.020577
atax,wavm-precompiled,0.020666
atax,wavm-precompiled,0.020566
atax,wavm-precompiled,0.020527
atax,wavm-precompiled,0.020222
atax,wavm-precompiled,0.020223
atax,wavm-precompiled,0.020238
atax,wavm-precompiled,0.0202
atax,wavm-precompiled,0.020288
atax,wavm-precompiled,0.020239
atax,wavm-precompiled,0.020215
atax,wavm-precompiled,0.020225
atax,wavm-precompiled,0.020275
atax,wavm-precompiled,0.02024
atax,wavm-precompiled,0.020283
atax,wavm-precompiled,0.020443
atax,wasm3,0.641
atax,wasm3,0.637
atax,wasm3,0.641882
atax,wasm3,0.642
atax,wasm3,0.643
atax,wasm3,0.635999
atax,wasm3,0.641001
atax,wasm3,0.641999
atax,wasm3,0.642996
atax,wasm3,0.640999
atax,WAMR-interpreter,0.402149
atax,WAMR-interpreter,0.400831
atax,WAMR-interpreter,0.401214
atax,WAMR-interpreter,0.399182
atax,WAMR-interpreter,0.400208
atax,WAMR-interpreter,0.400201
atax,WAMR-interpreter,0.401026
atax,WAMR-interpreter,0.401123
atax,WAMR-interpreter,0.401386
atax,WAMR-interpreter,0.400685
atax,WAMR-compiled-nobounds,0.021815
atax,WAMR-compiled-nobounds,0.021553
atax,WAMR-compiled-nobounds,0.021492
atax,WAMR-compiled-nobounds,0.021469
atax,WAMR-compiled-nobounds,0.021532
atax,WAMR-compiled-nobounds,0.021482
atax,WAMR-compiled-nobounds,0.021712
atax,WAMR-compiled-nobounds,0.021573
atax,WAMR-compiled-nobounds,0.021735
atax,WAMR-compiled-nobounds,0.031207
atax,WAMR-compiled-nobounds,0.021581
atax,WAMR-compiled-nobounds,0.040275
atax,WAMR-compiled-nobounds,0.021688
atax,WAMR-compiled-nobounds,0.021707
atax,WAMR-compiled-nobounds,0.021678
atax,WAMR-compiled-nobounds,0.021522
atax,WAMR-compiled-nobounds,0.021549
atax,WAMR-compiled-nobounds,0.021605
atax,WAMR-compiled-nobounds,0.040316
atax,WAMR-compiled-nobounds,0.021486
atax,WAMR-compiled-nobounds,0.021613
atax,WAMR-compiled-nobounds,0.021536
atax,WAMR-compiled-nobounds,0.021778
atax,WAMR-compiled-nobounds,0.021467
atax,WAMR-compiled-nobounds,0.023371
atax,WAMR-compiled-nobounds,0.021614
atax,WAMR-compiled-nobounds,0.021709
atax,WAMR-compiled-nobounds,0.021754
atax,WAMR-compiled-nobounds,0.021532
atax,WAMR-compiled-nobounds,0.021722
atax,WAMR-compiled-nobounds,0.021593
atax,WAMR-compiled-nobounds,0.021598
atax,WAMR-compiled-nobounds,0.02163
atax,WAMR-compiled-nobounds,0.021622
atax,WAMR-compiled-nobounds,0.021569
atax,WAMR-compiled-nobounds,0.021592
atax,WAMR-compiled-nobounds,0.021531
atax,WAMR-compiled-nobounds,0.021653
atax,WAMR-compiled-nobounds,0.021574
atax,WAMR-compiled-nobounds,0.021505
atax,WAMR-compiled-nobounds,0.021697
atax,WAMR-compiled-nobounds,0.021508
atax,WAMR-compiled-nobounds,0.021529
atax,WAMR-compiled-nobounds,0.040506
atax,WAMR-compiled-nobounds,0.021714
atax,WAMR-compiled-nobounds,0.021582
atax,WAMR-compiled-nobounds,0.021652
atax,WAMR-compiled-nobounds,0.021579
atax,WAMR-compiled-nobounds,0.021725
atax,WAMR-compiled-nobounds,0.021586
atax,WAMR-compiled-nobounds,0.021615
atax,WAMR-compiled-nobounds,0.021511
atax,WAMR-compiled-nobounds,0.021575
atax,WAMR-compiled-nobounds,0.02159
atax,WAMR-compiled-nobounds,0.021654
atax,WAMR-compiled-nobounds,0.021672
atax,WAMR-compiled-nobounds,0.021622
atax,WAMR-compiled-nobounds,0.021546
atax,WAMR-compiled-nobounds,0.021649
atax,WAMR-compiled-nobounds,0.021568
atax,WAMR-compiled-nobounds,0.021997
atax,WAMR-compiled-nobounds,0.021518
atax,WAMR-compiled-nobounds,0.021608
atax,WAMR-compiled-nobounds,0.021601
atax,WAMR-compiled-nobounds,0.021722
atax,WAMR-compiled-nobounds,0.021595
atax,WAMR-compiled-nobounds,0.021717
atax,WAMR-compiled-nobounds,0.021651
atax,WAMR-compiled-nobounds,0.021721
atax,WAMR-compiled-nobounds,0.021531
atax,WAMR-compiled-nobounds,0.021724
atax,WAMR-compiled-nobounds,0.021651
atax,WAMR-compiled-nobounds,0.021925
atax,WAMR-compiled-nobounds,0.021658
atax,WAMR-compiled-nobounds,0.021307
atax,WAMR-compiled-nobounds,0.021292
atax,WAMR-compiled-nobounds,0.021439
atax,WAMR-compiled-nobounds,0.021321
atax,WAMR-compiled-nobounds,0.021283
atax,WAMR-compiled-nobounds,0.021344
atax,WAMR-compiled-nobounds,0.021263
atax,WAMR-compiled-nobounds,0.021302
atax,WAMR-compiled-nobounds,0.040926
atax,WAMR-compiled-nobounds,0.0216
atax,WAMR-compiled-nobounds,0.021595
atax,WAMR-compiled-nobounds,0.0213
atax,WAMR-compiled-nobounds,0.021332
atax,WAMR-compiled-nobounds,0.021468
atax,WAMR-compiled-nobounds,0.021307
atax,WAMR-compiled-nobounds,0.02141
atax,WAMR-compiled-nobounds,0.021325
atax,WAMR-compiled-nobounds,0.021316
atax,WAMR-compiled-nobounds,0.021314
atax,WAMR-compiled-nobounds,0.021277
atax,WAMR-compiled-nobounds,0.021266
atax,WAMR-compiled-nobounds,0.021447
atax,WAMR-compiled-nobounds,0.021356
atax,WAMR-compiled-nobounds,0.021375
atax,WAMR-compiled-nobounds,0.021244
atax,WAMR-compiled-nobounds,0.021235
atax,WAMR-compiled-nobounds,0.021483
atax,WAMR-compiled-nobounds,0.021557
atax,WAMR-compiled-nobounds,0.027735
atax,WAMR-compiled-nobounds,0.021536
atax,WAMR-compiled-nobounds,0.024537
atax,WAMR-compiled-nobounds,0.021742
atax,WAMR-compiled-nobounds,0.021665
atax,WAMR-compiled-nobounds,0.021695
atax,WAMR-compiled-nobounds,0.021261
atax,WAMR-compiled-nobounds,0.021303
atax,WAMR-compiled-nobounds,0.021399
atax,WAMR-compiled-nobounds,0.021252
atax,WAMR-compiled-nobounds,0.021303
atax,WAMR-compiled-nobounds,0.021269
atax,WAMR-compiled-nobounds,0.021344
atax,WAMR-compiled-chkbounds,0.053561
atax,WAMR-compiled-chkbounds,0.072398
atax,WAMR-compiled-chkbounds,0.05493
atax,WAMR-compiled-chkbounds,0.054638
atax,WAMR-compiled-chkbounds,0.053916
atax,WAMR-compiled-chkbounds,0.05382
atax,WAMR-compiled-chkbounds,0.054094
atax,WAMR-compiled-chkbounds,0.053819
atax,WAMR-compiled-chkbounds,0.054966
atax,WAMR-compiled-chkbounds,0.053663
atax,WAMR-compiled-chkbounds,0.054069
atax,WAMR-compiled-chkbounds,0.054448
atax,WAMR-compiled-chkbounds,0.070502
atax,WAMR-compiled-chkbounds,0.054573
atax,WAMR-compiled-chkbounds,0.057102
atax,WAMR-compiled-chkbounds,0.053761
atax,WAMR-compiled-chkbounds,0.055233
atax,WAMR-compiled-chkbounds,0.054042
atax,WAMR-compiled-chkbounds,0.054908
atax,WAMR-compiled-chkbounds,0.054111
atax,WAMR-compiled-chkbounds,0.054077
atax,WAMR-compiled-chkbounds,0.054236
atax,WAMR-compiled-chkbounds,0.05395
atax,WAMR-compiled-chkbounds,0.053974
atax,WAMR-compiled-chkbounds,0.05494
atax,WAMR-compiled-chkbounds,0.055135
atax,WAMR-compiled-chkbounds,0.054797
atax,WAMR-compiled-chkbounds,0.054318
atax,WAMR-compiled-chkbounds,0.054212
atax,WAMR-compiled-chkbounds,0.053933
atax,WAMR-compiled-chkbounds,0.05401
atax,WAMR-compiled-chkbounds,0.05418
atax,WAMR-compiled-chkbounds,0.054644
atax,WAMR-compiled-chkbounds,0.05651
atax,WAMR-compiled-chkbounds,0.054137
atax,WAMR-compiled-chkbounds,0.054055
atax,WAMR-compiled-chkbounds,0.054914
atax,WAMR-compiled-chkbounds,0.054876
atax,WAMR-compiled-chkbounds,0.054282
atax,wasm2c,0.030319
atax,wasm2c,0.028334
atax,wasm2c,0.028312
atax,wasm2c,0.028384
atax,wasm2c,0.028369
atax,wasm2c,0.029093
atax,wasm2c,0.033384999
atax,wasm2c,0.028537
atax,wasm2c,0.028561
atax,wasm2c,0.028477
atax,wasm2c,0.028363
atax,wasm2c,0.043465
atax,wasm2c,0.028418
atax,wasm2c,0.028653
atax,wasm2c,0.028367
atax,wasm2c,0.028379
atax,wasm2c,0.028361
atax,wasm2c,0.028458
atax,wasm2c,0.028493
atax,wasm2c,0.028388
atax,wasm2c,0.028421
atax,wasm2c,0.028361
atax,wasm2c,0.028343
atax,wasm2c,0.028782
atax,wasm2c,0.028749
atax,wasm2c,0.04377
atax,wasm2c,0.028463
atax,wasm2c,0.028364
atax,wasm2c,0.028429
atax,wasm2c,0.028533
atax,wasm2c,0.028299
atax,wasm2c,0.028361
atax,wasm2c,0.028475
atax,wasm2c,0.028384
atax,wasm2c,0.029513
atax,wasm2c,0.028397
atax,wasm2c,0.028492
atax,wasm2c,0.02834
atax,wasm2c,0.028409
atax,wasm2c,0.028399
atax,wasm2c,0.028546
atax,wasm2c,0.028562
atax,wasm2c,0.029658
atax,wasm2c,0.028449
atax,wasm2c,0.028343
atax,wasm2c,0.028416
atax,wasm2c,0.028391
atax,wasm2c,0.028491
atax,wasm2c,0.028444
atax,wasm2c,0.02864
atax,wasm2c,0.028661
atax,wasm2c,0.028796
atax,wasm2c,0.028785
atax,wasm2c,0.028744
atax,wasm2c,0.028769
atax,wasm2c,0.028803
atax,wasm2c,0.028736
atax,wasm2c,0.028849
atax,wasm2c,0.028893
atax,wasm2c,0.02898
atax,wasm2c,0.028803
atax,wasm2c,0.028756
atax,wasm2c,0.028825
atax,wasm2c,0.028789
atax,wasm2c,0.028736
atax,wasm2c,0.02879
atax,wasm2c,0.029903
atax,wasm2c,0.028781
atax,wasm2c,0.028811
atax,wasm2c,0.029471
atax,wasm2c,0.028982
atax,wasm2c,0.029465
atax,wasm2c,0.028862
atax,wasm2c,0.028827
atax,wasm2c,0.028762
atax,wasm2c,0.028907
atax,wasm2c,0.028394
atax,wasm2c,0.028863
atax,wasm2c,0.028944
atax,wasm2c,0.028537
atax,wasm2c,0.028814
atax,wasm2c,0.043357
atax,wasm2c,0.02849
atax,wasm2c,0.028467
atax,wasm2c,0.028526
atax,native,0.015692
atax,native,0.015644
atax,native,0.015720999
atax,native,0.015455
atax,native,0.015358
atax,native,0.0154
atax,native,0.015453
atax,native,0.01559
atax,native,0.016117
atax,native,0.015512
atax,native,0.01549
atax,native,0.01554
atax,native,0.015504
atax,native,0.015486
atax,native,0.015543
atax,native,0.015575
atax,native,0.015553
atax,native,0.015564
atax,native,0.015586
atax,native,0.015534
atax,native,0.015692
atax,native,0.015688
atax,native,0.015663
atax,native,0.015630999
atax,native,0.015466
atax,native,0.015483
atax,native,0.015531
atax,native,0.015499
atax,native,0.015529
atax,native,0.01548
atax,native,0.015551
atax,native,0.015556
atax,native,0.015569
atax,native,0.015554
atax,native,0.015551
atax,native,0.016001999
atax,native,0.015537
atax,native,0.015445
atax,native,0.015544
atax,native,0.015544
atax,native,0.015637
atax,native,0.015613
atax,native,0.015826
atax,native,0.015595
atax,native,0.015667
atax,native,0.015351
atax,native,0.015359
atax,native,0.015382
atax,native,0.015341
atax,native,0.015416
atax,native,0.015333
atax,native,0.015381
atax,native,0.015318
atax,native,0.015387
atax,native,0.015353
atax,native,0.015442
atax,native,0.015374
atax,native,0.015452
atax,native,0.015377
atax,native,0.015459
atax,native,0.01536
atax,native,0.015372
atax,native,0.015514
atax,native,0.015617
atax,native,0.01567
atax,native,0.015654999
atax,native,0.015421
atax,native,0.015309
atax,native,0.015513
atax,native,0.015496
atax,native,0.015525
atax,native,0.015557
atax,native,0.015534
atax,native,0.015588
atax,native,0.015515
atax,native,0.015539
atax,native,0.015508
atax,native,0.01554
atax,native,0.015629
atax,native,0.015496
atax,native,0.015552
atax,native,0.01553
atax,native,0.01561
atax,native,0.015554
atax,native,0.015633999
atax,native,0.015625
atax,native,0.01573
atax,native,0.015640999
atax,native,0.015473
atax,native,0.015554
atax,native,0.015569
atax,native,0.015637
atax,native,0.015535
atax,native,0.015582
atax,native,0.01553
atax,native,0.015455
atax,native,0.015452
atax,native,0.015525
atax,native,0.01554
atax,native,0.015603
atax,native,0.015514
atax,native,0.015536
atax,native,0.015498
atax,native,0.015538
atax,native,0.015334
atax,native,0.015582
atax,native,0.015622
atax,native,0.015673
atax,native,0.015737
atax,native,0.015426
atax,native,0.015508
atax,native,0.015695
atax,native,0.015598
atax,native,0.015502
atax,native,0.01556
atax,native,0.015521
atax,native,0.015568
atax,native,0.015576
atax,native,0.01555
atax,native,0.015469
atax,native,0.015548
atax,native,0.015531
atax,native,0.015532
atax,native,0.015578
atax,native,0.015598
atax,native,0.015501
atax,native,0.015588
atax,native,0.015642
atax,native,0.015782998
atax,native,0.015716
atax,native,0.015559
atax,native,0.01566
atax,native,0.015678998
atax,native,0.015573
atax,native,0.015554
atax,native,0.015508
atax,native,0.015601
atax,native,0.015388
atax,native,0.01538
atax,native,0.015424
atax,native,0.015342
atax,native,0.015352
atax,native,0.015384
atax,native,0.015642
atax,native,0.015406
atax,native,0.015352
atax,native,0.015385
atax,native,0.015419
atax,native,0.015626
atax,native,0.015733
atax,native,0.015720999
atax,native,0.015697
atax,native,0.015432
atax,native,0.015401
atax,native,0.015425
atax,native,0.023991
atax,native,0.015381
atax,native,0.015518
atax,native,0.015341
atax,vWasm,0.209358
atax,vWasm,0.211805
atax,vWasm,0.209332
atax,vWasm,0.210989
atax,vWasm,0.211595
atax,vWasm,0.211286
atax,vWasm,0.209314
atax,vWasm,0.209158
atax,vWasm,0.211474
atax,vWasm,0.209347
atax,vWasm,0.209245
atax,vWasm-O0,0.211592
atax,vWasm-O0,0.210355
atax,vWasm-O0,0.210291
atax,vWasm-O0,0.210614
atax,vWasm-O0,0.212008
atax,vWasm-O0,0.210676
atax,vWasm-O0,0.210916
atax,vWasm-O0,0.212941
atax,vWasm-O0,0.210355
atax,vWasm-O0,0.210425
atax,vWasm-O0,0.211076
atax,vWasm-nosbx,0.211822
atax,vWasm-nosbx,0.21136
atax,vWasm-nosbx,0.212922
atax,vWasm-nosbx,0.214251
atax,vWasm-nosbx,0.211573
atax,vWasm-nosbx,0.21237
atax,vWasm-nosbx,0.213645
atax,vWasm-nosbx,0.211407
atax,vWasm-nosbx,0.212109
atax,vWasm-nosbx,0.211752
atax,vWasm-nosbx,0.212385
atax,vWasm-nopeep,0.209605
atax,vWasm-nopeep,0.209611
atax,vWasm-nopeep,0.211374
atax,vWasm-nopeep,0.209265
atax,vWasm-nopeep,0.209296
atax,vWasm-nopeep,0.210573
atax,vWasm-nopeep,0.20886
atax,vWasm-nopeep,0.209094
atax,vWasm-nopeep,0.209075
atax,vWasm-nopeep,0.210228
atax,vWasm-nopeep,0.208817
atax,vWasm-nopeep-nosbx,0.209234
atax,vWasm-nopeep-nosbx,0.212872
atax,vWasm-nopeep-nosbx,0.210393
atax,vWasm-nopeep-nosbx,0.209866
